zip,username,url,age,profile_image,match,enemy
02901,ElleCL,www.okcupid.com/profile/ElleCL,27,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x90/400x490/2/14645164584719627019.jpeg?v=1,93,11
02901,ohzemer,www.okcupid.com/profile/ohzemer,25,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/69x5/591x527/2/15363134651363318431.jpeg?v=1,93,5
02901,AmesLF,www.okcupid.com/profile/AmesLF,24,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x88/720x808/2/16424387983595268477.jpeg?v=1,93,8
02901,jennanabean,www.okcupid.com/profile/jennanabean,28,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/35x154/444x563/2/6517706450232218683.jpeg?v=1,93,12
02901,iyisak,www.okcupid.com/profile/iyisak,25,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/320x102/1221x1000/2/426680325834720319.jpeg?v=1,93,0
02901,StefyRaRa,www.okcupid.com/profile/StefyRaRa,28,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/480x480/2/11528514509214865010.jpeg?v=1,92,26
02901,comingup_rosesx,www.okcupid.com/profile/comingup_rosesx,25,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/2x0/962x960/2/12617415993683101297.jpeg?v=1,93,17
02901,mostlyclaudia,www.okcupid.com/profile/mostlyclaudia,21,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x66/1124x1190/2/16178439358686864313.jpeg?v=1,92,9
02901,rockingrobyn,www.okcupid.com/profile/rockingrobyn,28,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/1052x1052/2/7090479472268725226.jpeg?v=1,92,7
02901,Dagerthinks,www.okcupid.com/profile/Dagerthinks,26,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x158/960x1119/2/7139790071137085475.jpeg?v=1,92,22
02901,fmzrfc590,www.okcupid.com/profile/fmzrfc590,26,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/960x960/2/9618815157165071822.jpeg?v=1,92,17
02901,killerpineapples,www.okcupid.com/profile/killerpineapples,23,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x6/640x646/2/4047925364937612363.jpeg?v=1,92,35
02901,moljune2,www.okcupid.com/profile/moljune2,21,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/720x720/2/11906454470153741103.jpeg?v=1,92,7
02901,TallNArtsy,www.okcupid.com/profile/TallNArtsy,23,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x85/1106x1191/2/1178573144137135204.jpeg?v=1,92,18
02901,raetho,www.okcupid.com/profile/raetho,24,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/960x960/2/11289565498719415842.jpeg?v=1,91,14
02901,TheSaxMama,www.okcupid.com/profile/TheSaxMama,24,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x178/719x898/2/5379992751996971654.jpeg?v=1,91,19
02901,maya_maya_maya,www.okcupid.com/profile/maya_maya_maya,29,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/640x640/2/1095140460928204329.jpeg?v=1,91,2
02901,KayB22,www.okcupid.com/profile/KayB22,25,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x105/623x728/2/8526817055126036179.jpeg?v=1,91,11
02901,emmy-loo-hoo,www.okcupid.com/profile/emmy-loo-hoo,21,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/720x720/2/6694601670555660515.jpeg?v=1,91,23
02901,nervousinhuman,www.okcupid.com/profile/nervousinhuman,23,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/107x0/533x426/2/5039364188614750483.jpeg?v=1,91,23
02901,KayDTré,www.okcupid.com/profile/KayDTré,26,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/720x720/2/366549299169397240.jpeg?v=1,91,9
02901,_gingerspice,www.okcupid.com/profile/_gingerspice,24,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x22/640x662/2/10984279987231604254.jpeg?v=1,91,17
02901,NetflixnChillary,www.okcupid.com/profile/NetflixnChillary,24,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/30x133/607x710/2/970393628399796856.jpeg?v=1,91,7
02901,allie34567,www.okcupid.com/profile/allie34567,30,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/317x437/942x1062/2/13998186446601589852.jpeg?v=1,91,26
02901,ariel-lilmermaid,www.okcupid.com/profile/ariel-lilmermaid,26,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x184/1200x1384/2/16592138138218017116.jpeg?v=1,90,10
02901,Alyssaa55,www.okcupid.com/profile/Alyssaa55,26,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/17x124/738x845/2/9286359170286240954.jpeg?v=1,90,15
02901,fbc_131473,www.okcupid.com/profile/fbc_131473,29,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/961x961/2/14326380922811694891.jpeg?v=1,90,18
